Date,Time,Cooling Devices,Indoor Temperature(C),Indoor Humidity(%),Outdoor Temperature(C),Outdoor Humidity(%),Dew Point(C),Feels Like (C),Wind(km/h),Gust(km/h),Wind Direction(deg),ABS Pressure(inhg),REL Pressure(inhg),Solar Rad.(w/m2),UVI,Hourly Rain(mm),Event Rain(mm),Daily Rain(mm),Weekly Rain(mm),Monthly Rain(mm),Yearly Rain(mm),Pattern
2021-07-25 12:00,12:00,1.5,31.9,67,34.6,59,25.5,43.4,1.1,1.8,133,29.76,29.76,634.5,6,0,0,0,0,0.5,0.5,sunday
2021-07-25 12:30,12:30,1.5,32.1,65,34.9,58,25.4,43.8,0.4,1.8,124,29.74,29.74,523.5,5,0,0,0,0,0.5,0.5,sunday
2021-07-25 13:00,13:00,2.5,32.3,66,35.4,62,27,47.3,1.4,3.6,191,29.73,29.73,748.3,7,0,0,0,0,0.5,0.5,sunday
2021-07-25 13:30,13:30,1,32.6,70,34,73,28.5,48.3,0,0,109,29.71,29.71,646.2,6,0,0,0,0,0.5,0.5,sunday
2021-07-25 14:00,14:00,1,32.6,72,33.6,73,28.1,46.9,0.4,1.8,124,29.71,29.71,563.4,5,0,0,0,0,0.5,0.5,sunday
2021-07-25 14:30,14:30,1.5,32.6,73,33.1,77,28.5,47.1,2.2,3.6,117,29.71,29.71,576,5,0,0,0,0,0.5,0.5,sunday
2021-07-25 15:00,15:00,2,32.8,73,33.7,74,28.4,47.8,1.1,1.8,92,29.69,29.69,594.3,5,0,0,0,0,0.5,0.5,sunday
2021-07-25 15:30,15:30,2,33,72,34.4,69,27.9,47.6,0.4,1.8,127,29.69,29.69,530,5,0,0,0,0,0.5,0.5,sunday
2021-07-25 16:00,16:00,2,33.4,70,34.5,69,28,48,1.4,3.6,125,29.69,29.69,153.8,1,0,0,0,0,0.5,0.5,sunday
2021-07-25 16:30,16:30,2,33.5,70,32.9,77,28.3,46.2,0,0,127,29.69,29.69,139.2,1,0,0,0,0,0.5,0.5,sunday
2021-07-25 17:00,17:00,2,33.4,70,33,74,27.8,45.2,1.4,1.8,154,29.7,29.7,92.7,0,0,0,0,0,0.5,0.5,sunday
2021-07-25 18:00,18:00,1,31.5,70,25.7,91,24.1,25.7,4,5.4,285,29.74,29.74,0,0,6.1,6.1,6.1,6.1,6.6,6.6,sunday
2021-07-26 8:00,8:00,1,29.3,78,28.9,84,26,35.3,0,0,168,29.8,29.8,214.2,2,0,8.6,0,8.6,9.1,9.1,monday
2021-07-26 8:30,8:30,1.5,29.5,77,31.1,78,26.8,40.5,0,0,168,29.8,29.8,530.9,5,0,8.6,0,8.6,9.1,9.1,monday
2021-07-26 9:00,9:00,1,29.8,77,30.7,78,26.4,39.3,2.2,3.6,131,29.8,29.8,679.3,6,0,8.6,0,8.6,9.1,9.1,monday
2021-07-26 9:30,9:30,1,30.1,75,31.7,70,25.6,39.6,0,0,120,29.8,29.8,840.6,8,0,8.6,0,8.6,9.1,9.1,monday
2021-07-26 10:00,10:00,0.5,30.5,70,31.9,68,25.3,39.3,0.7,1.8,104,29.81,29.81,882.7,8,0,8.6,0,8.6,9.1,9.1,monday
2021-07-26 10:30,10:30,2,31.6,65,33,62,24.8,40.2,1.1,1.8,91,29.8,29.8,769.4,7,0,8.6,0,8.6,9.1,9.1,monday
2021-07-26 11:00,11:00,2.5,31.6,71,33.2,70,27,44.2,0,0,114,29.79,29.79,779.5,7,0,8.6,0,8.6,9.1,9.1,monday
2021-07-26 11:30,11:30,1,31.1,73,33.2,70,27,44.2,1.4,1.8,124,29.79,29.79,773.8,7,0,8.6,0,8.6,9.1,9.1,monday
2021-07-26 12:00,12:00,3,31,73,33.6,69,27.2,45,0.4,1.8,136,29.78,29.78,772.5,7,0,8.6,0,8.6,9.1,9.1,monday
2021-07-28 7:00,7:00,2.5,29.4,76,29.5,78,25.3,35.7,0,0,102,29.78,29.78,148.7,1,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 7:30,7:30,2.5,29.5,75,30.1,76,25.4,36.8,0,0,147,29.78,29.78,340.4,3,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 8:00,8:00,2.5,29.6,74,30.6,73,25.2,37.4,0,0,143,29.8,29.8,502.6,4,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 8:30,8:30,1.5,29.9,73,31.6,68,25,38.6,1.1,1.8,124,29.8,29.8,660.6,6,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 9:00,9:00,2,30.1,74,32,69,25.6,40,0.7,1.8,131,29.8,29.8,836.2,8,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 9:30,9:30,2,30.5,77,31.9,71,26,40.4,2.5,3.6,131,29.8,29.8,938.6,9,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 10:00,10:00,2.5,30.6,74,32.7,68,26.1,41.8,2.5,3.6,143,29.82,29.82,698.7,6,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 10:30,10:30,2.5,30.8,73,32.3,70,26.1,41.2,0.7,1.8,143,29.81,29.81,396.8,3,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 11:00,11:00,2.5,30.9,72,32.5,69,26.1,41.5,0.4,1.8,147,29.78,29.78,847.1,8,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 11:30,11:30,2.5,31.2,71,32.8,68,26.1,41.9,2.9,3.6,186,29.78,29.78,848,8,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 12:00,12:00,3.5,31.5,70,32.9,67,26,41.8,4,7.2,97,29.78,29.78,486.2,4,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 12:30,12:30,2,31.7,70,33.3,66,26.1,42.6,2.2,3.6,141,29.77,29.77,544.3,5,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 13:00,13:00,1.5,31.9,70,33.7,69,27.3,45.3,3.6,7.2,137,29.76,29.76,473.1,4,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 13:30,13:30,1.5,32.1,70,34.2,67,27.2,46.1,0,0,128,29.75,29.75,776.9,7,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 14:00,14:00,2.5,32.3,70,33.8,68,27.1,45.1,3.2,5.4,150,29.73,29.73,698.7,6,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 14:30,14:30,3,32.5,70,34,70,27.8,46.8,0.4,1.8,137,29.72,29.72,488.8,4,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 15:00,15:00,2.5,32.6,71,33.4,72,27.7,45.7,0.7,1.8,130,29.71,29.71,488.8,4,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 15:30,15:30,2.5,32.9,71,33.2,74,28,46.1,2.2,3.6,116,29.71,29.71,133.5,1,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 16:00,16:00,2.5,33.4,71,32.6,76,27.8,44.8,2.9,3.6,113,29.71,29.71,124,1,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 16:30,16:30,2.5,33.4,70,31.3,81,27.6,42.2,5.8,7.2,61,29.72,29.72,57.6,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 17:00,17:00,1.5,32.6,73,31.3,81,27.6,42.2,1.4,1.8,125,29.72,29.72,93.5,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 17:30,17:30,0,32.3,74,30.3,84,27.3,39.7,1.4,1.8,123,29.72,29.72,16,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 18:00,18:00,0.5,32,74,29.9,86,27.3,39.1,1.4,1.8,115,29.75,29.75,0,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 18:30,18:30,2.5,31.7,75,29.9,87,27.5,39.3,1.4,3.6,103,29.75,29.75,0,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 19:00,19:00,3,31.6,76,29.9,87,27.5,39.3,2.2,3.6,114,29.77,29.77,0,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 19:30,19:30,3,31.5,76,29.7,88,27.5,39.1,0,0,103,29.78,29.78,0,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 20:00,20:00,2.5,31.2,78,28.6,93,27.4,36.4,1.1,1.8,110,29.78,29.78,0,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 20:30,20:30,2.5,31.1,79,28.5,93,27.3,36,0,0,119,29.8,29.8,0,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 21:00,21:00,2,31,79,28.7,93,27.5,36.8,0,0,96,29.81,29.81,0,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 21:30,21:30,1.5,31,79,28.2,93,27,35.1,0,0,130,29.81,29.81,0,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 22:00,22:00,1.5,30.9,79,28.2,93,27,35.1,0,0,129,29.82,29.82,0,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-28 22:30,22:30,1.5,30.8,79,28,94,26.9,34.4,0,0,129,29.82,29.82,0,0,0,0,0,9.1,9.6,9.6,wednesday
2021-07-29 6:30,6:30,1.5,29.9,75,27.5,85,24.8,31.5,1.4,1.8,150,29.8,29.8,119.2,1,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 7:00,7:00,2,29.9,74,29.6,78,25.4,36,0,0,158,29.8,29.8,307,3,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 7:30,7:30,1.5,30,75,29.8,79,25.8,36.7,0.4,1.8,163,29.81,29.81,401.6,3,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 8:00,8:00,2,30.1,75,31.5,74,26.3,40.3,0,0,124,29.81,29.81,559,5,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 8:30,8:30,2,30.3,75,32,72,26.3,41.1,1.4,1.8,115,29.82,29.82,744.7,7,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 9:00,9:00,2.5,30.5,77,32.4,71,26.5,41.9,0,0,105,29.82,29.82,944.3,9,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 9:30,9:30,2.5,30.8,75,33.1,70,26.9,43.8,2.2,3.6,119,29.81,29.81,853.6,8,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 10:00,10:00,3,30.9,74,32.8,70,26.6,42.8,2.9,5.4,106,29.8,29.8,779,7,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 10:30,10:30,3,30.9,74,32.9,70,26.7,43.1,0,0,123,29.8,29.8,767.4,7,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 11:00,11:00,3.5,31.2,74,33.1,71,27.2,44.3,1.1,1.8,93,29.79,29.79,765.5,7,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 11:30,11:30,3.5,31.6,73,32.9,71,27,43.5,2.9,5.4,111,29.77,29.77,776.4,7,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 12:00,12:00,1.5,31.8,72,33.7,68,27,44.8,1.1,1.8,128,29.76,29.76,760.8,7,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 12:30,12:30,2,31.9,70,33.5,67,26.5,43.7,5.8,7.2,228,29.75,29.75,780.3,7,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 13:00,13:00,1,32.2,69,34.3,65,26.8,45.2,0.4,1.8,116,29.74,29.74,753.9,7,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 13:30,13:30,1,32.3,68,34.2,64,26.4,44.6,0.4,1.8,134,29.73,29.73,725.3,7,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 14:00,14:00,1.5,32.4,68,33.6,68,26.9,44.5,1.4,1.8,115,29.72,29.72,678.8,6,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 14:30,14:30,0.5,32.5,69,33.9,68,27.2,45.4,1.4,1.8,187,29.71,29.71,601.1,5,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 15:00,15:00,0.5,32.6,70,33.8,69,27.3,45.5,3.6,7.2,119,29.71,29.71,513.1,5,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 15:30,15:30,1.5,32.9,70,33.2,74,28,46.1,0.7,1.8,135,29.71,29.71,91,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 16:00,16:00,2,33.2,71,32.6,76,27.8,44.8,1.4,5.4,212,29.7,29.7,130,1,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 16:30,16:30,2,33.2,71,32.2,78,27.9,44.3,1.4,1.8,140,29.71,29.71,55,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 17:00,17:00,1.5,32.9,72,32.2,77,27.7,43.9,1.1,3.6,135,29.72,29.72,76.3,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 18:00,18:00,1.5,32.2,74,30.7,84,27.7,41.3,1.4,1.8,186,29.75,29.75,0,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 18:30,18:30,2.5,32,75,30.3,86,27.7,40.4,0,0,118,29.76,29.76,0,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 19:00,19:00,3,31.8,76,30.1,87,27.7,40.1,0,0,137,29.77,29.77,0,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 19:30,19:30,2.5,31.7,76,29.9,88,27.7,39.7,2.9,3.6,108,29.78,29.78,0,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 20:00,20:00,2.5,31.6,77,29.7,89,27.7,39.4,0.4,1.8,107,29.79,29.79,0,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 20:30,20:30,2,31.5,78,29.7,90,27.9,39.7,1.1,1.8,109,29.8,29.8,0,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 21:00,21:00,1.5,31.4,78,29.6,91,28,39.6,0,0,109,29.81,29.81,0,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 21:30,21:30,1.5,31.3,79,29.2,92,27.8,38.4,0,0,109,29.83,29.83,0,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 22:00,22:00,2.5,31.2,80,29.2,93,28,38.7,2.2,3.6,108,29.82,29.82,0,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 22:30,22:30,2,31.1,80,28.7,94,27.6,37.1,0,0,109,29.83,29.83,0,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 23:00,23:00,1.5,30.8,80,27.6,96,26.9,33.4,2.2,3.6,97,29.82,29.82,0,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-29 23:30,23:30,1.5,30.7,80,27.6,96,26.9,33.4,0,0,116,29.81,29.81,0,0,0,0,0,9.1,9.6,9.6,thursday
2021-07-30 7:00,7:00,2.5,29.9,74,28.8,81,25.2,34.3,0,0,102,29.83,29.83,225,2,0,0,0,9.1,9.6,9.6,friday
2021-07-30 7:30,7:30,3,30,74,31.2,72,25.6,38.8,0,0,119,29.84,29.84,346.9,3,0,0,0,9.1,9.6,9.6,friday
2021-07-30 8:00,8:00,2.5,30.2,74,31.8,72,26.1,40.4,1.4,3.6,111,29.84,29.84,627.2,6,0,0,0,9.1,9.6,9.6,friday
2021-07-30 8:30,8:30,2.5,30.3,74,31.8,71,25.9,40.1,2.2,5.4,102,29.84,29.84,791.2,7,0,0,0,9.1,9.6,9.6,friday
2021-07-30 9:00,9:00,2.5,30.5,75,32,75,27,42.3,0.4,1.8,125,29.84,29.84,868.4,8,0,0,0,9.1,9.6,9.6,friday
2021-07-30 9:30,9:30,3,30.7,75,32.6,72,26.9,43.1,6.1,7.2,128,29.83,29.83,799.9,7,0,0,0,9.1,9.6,9.6,friday
2021-07-30 10:00,10:00,3,30.9,74,32.6,71,26.7,42.7,1.4,3.6,131,29.84,29.84,732.6,7,0,0,0,9.1,9.6,9.6,friday
2021-07-30 10:30,10:30,2,31.1,74,32.8,71,26.9,43.2,3.6,7.2,77,29.83,29.83,772.1,7,0,0,0,9.1,9.6,9.6,friday
2021-07-30 11:00,11:00,2,31.5,74,33.3,71,27.3,44.8,2.2,3.6,116,29.82,29.82,776.9,7,0,0,0,9.1,9.6,9.6,friday
2021-07-30 11:30,11:30,2,31.8,73,33.2,71,27.2,44.6,0,0,119,29.81,29.81,740,7,0,0,0,9.1,9.6,9.6,friday
2021-07-30 12:00,12:00,2.5,32,72,33.6,70,27.4,45.4,1.1,1.8,129,29.8,29.8,756.5,7,0,0,0,9.1,9.6,9.6,friday
2021-07-30 12:30,12:30,2.5,32.2,71,33.7,69,27.3,45.3,5.4,9.4,75,29.79,29.79,763.8,7,0,0,0,9.1,9.6,9.6,friday
2021-07-30 13:00,13:00,3,32.3,71,33.8,69,27.3,45.5,1.1,5.4,72,29.77,29.77,726.5,7,0,0,0,9.1,9.6,9.6,friday
2021-07-30 13:30,13:30,2,32.5,70,33.9,68,27.2,45.4,2.9,3.6,135,29.77,29.77,653.6,6,0,0,0,9.1,9.6,9.6,friday
2021-07-30 14:00,14:00,1.5,32.5,70,33.3,69,26.9,43.9,2.2,5.4,127,29.76,29.76,613.7,5,0,0,0,9.1,9.6,9.6,friday
2021-07-30 14:30,14:30,0.5,32.6,70,33.9,68,27.2,45.4,0.4,1.8,185,29.76,29.76,451.5,4,0,0,0,9.1,9.6,9.6,friday
2021-07-30 15:00,15:00,1,32.7,69,33.5,69,27.1,44.6,6.5,9.4,155,29.76,29.76,426.3,4,0,0,0,9.1,9.6,9.6,friday
2021-07-30 15:30,15:30,1,33,68,33.1,70,26.9,43.8,2.9,5.4,148,29.75,29.75,104.9,1,0,0,0,9.1,9.6,9.6,friday
2021-07-30 16:00,16:00,1.5,33.3,67,32.4,72,26.7,42.3,4,7.2,249,29.75,29.75,175.6,1,0,0,0,9.1,9.6,9.6,friday
2021-07-30 16:30,16:30,0.5,33,66,32.3,68,25.7,40.4,2.9,5.4,124,29.76,29.76,99.7,1,0,0,0,9.1,9.6,9.6,friday
2021-07-30 17:00,17:00,1,32.6,68,31.1,80,27.3,41.2,3.6,3.6,198,29.77,29.77,22.8,0,0,0,0,9.1,9.6,9.6,friday
2021-07-30 18:30,18:30,1.5,31.8,74,30.1,84,27.1,39.2,0.4,1.8,126,29.8,29.8,0,0,0,0,0,9.1,9.6,9.6,friday
2021-07-30 19:00,19:00,2,31.7,75,30,85,27.2,39.1,1.1,1.8,109,29.81,29.81,0,0,0,0,0,9.1,9.6,9.6,friday
2021-07-30 19:30,19:30,2.5,31.6,75,29.9,86,27.3,39.1,0,0,145,29.81,29.81,0,0,0,0,0,9.1,9.6,9.6,friday
2021-07-30 20:00,20:00,2.5,31.5,76,29.7,86,27.1,38.5,0,0,130,29.82,29.82,0,0,0,0,0,9.1,9.6,9.6,friday
2021-07-30 20:30,20:30,2,31.4,76,28.9,90,27.1,36.7,0,0,102,29.83,29.83,0,0,0,0,0,9.1,9.6,9.6,friday
2021-07-30 21:00,21:00,2.5,31.3,76,29.2,89,27.2,37.6,0,0,99,29.84,29.84,0,0,0,0,0,9.1,9.6,9.6,friday
2021-07-30 21:30,21:30,2.5,31.2,77,29.1,90,27.3,37.4,1.4,1.8,94,29.83,29.83,0,0,0,0,0,9.1,9.6,9.6,friday
2021-07-30 22:00,22:00,2.5,31.2,77,29,91,27.4,37.3,1.4,1.8,94,29.83,29.83,0,0,0,0,0,9.1,9.6,9.6,friday
2021-07-30 22:30,22:30,3,31,78,28.2,94,27.1,35.2,0,0,114,29.83,29.83,0,0,0,0,0,9.1,9.6,9.6,friday
2021-07-30 23:00,23:00,3,30.9,78,27.7,95,26.8,33.7,0,0,108,29.82,29.82,0,0,0,0,0,9.1,9.6,9.6,friday
2021-07-31 7:30,7:30,2,29.7,74,29.4,77,24.9,35.1,0.4,1.8,126,29.86,29.86,406,3,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 8:00,8:00,2,30.2,72,31.8,67,24.9,38.7,2.9,3.6,133,29.85,29.85,740,7,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 8:30,8:30,2.5,30.6,69,33.1,63,25.1,40.9,0,0,130,29.85,29.85,886.6,8,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 9:00,9:00,2.5,30.9,70,33.8,62,25.5,42.4,1.4,1.8,144,29.84,29.84,807.2,7,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 9:30,9:30,3,31.2,68,33.1,62,24.9,40.6,3.6,5.4,73,29.85,29.85,780.3,7,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 10:00,10:00,3,31.4,68,33.4,66,26.2,42.9,0.4,1.8,131,29.83,29.83,768.2,7,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 10:30,10:30,3,31.7,72,33.5,69,27.1,44.6,2.2,3.6,139,29.82,29.82,782.5,7,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 11:00,11:00,3,31.8,72,33.5,70,27.3,45.1,1.1,3.6,108,29.82,29.82,742.2,7,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 11:30,11:30,3.5,32,72,33.7,71,27.7,46.3,3.6,5.4,133,29.8,29.8,761.6,7,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 12:00,12:00,3.5,32.2,73,33.6,72,27.9,46.4,3.2,5.4,133,29.79,29.79,753.1,7,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 12:30,12:30,5.5,32.4,73,33.7,71,27.7,46.3,2.9,5.4,118,29.78,29.78,601.1,5,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 13:00,13:00,5,32.4,72,33.6,71,27.6,45.9,4.7,7.2,114,29.76,29.76,648.5,6,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 13:30,13:30,5,32.5,71,33.4,70,27.2,44.7,2.2,3.6,111,29.77,29.77,629.7,6,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 14:00,14:00,4.5,32.6,70,33.6,67,26.6,44.1,2.2,3.6,195,29.77,29.77,540.8,5,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 14:30,14:30,1.5,32.7,69,33.6,69,27.2,45,1.4,1.8,129,29.77,29.77,449.8,4,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 15:00,15:00,1,33,68,33,70,26.8,43.4,1.1,1.8,156,29.77,29.77,139.2,1,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 15:30,15:30,2,33.1,67,32.8,71,26.9,43.2,0,0,123,29.77,29.77,98.3,1,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 16:00,16:00,1.5,33,68,32.2,73,26.8,42.2,0,0,125,29.78,29.78,87.5,0,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 16:30,16:30,2,32.6,70,31.3,78,27,41.1,4.3,5.4,166,29.79,29.79,59.3,0,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 17:00,17:00,2,32.3,72,30.3,83,27.1,39.4,1.8,3.6,143,29.79,29.79,6.8,0,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 17:30,17:30,0,31.9,74,29.8,85,27,38.4,1.8,1.8,182,29.8,29.8,0,0,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 18:30,18:30,2,31.5,75,29.4,86,26.8,37.3,0.4,1.8,160,29.83,29.83,0,0,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 19:00,19:00,2,31.4,75,29.5,86,26.9,37.7,0,0,137,29.84,29.84,0,0,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 19:30,19:30,2.5,31.3,76,29.5,88,27.3,38.3,0,0,133,29.85,29.85,0,0,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 20:00,20:00,2.5,31.3,76,29.5,88,27.3,38.3,0.4,1.8,108,29.86,29.86,0,0,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 20:30,20:30,3,31.2,77,29.4,89,27.4,38.2,1.4,1.8,121,29.86,29.86,0,0,0,0,0,9.1,9.6,9.6,saturday
2021-07-31 21:00,21:00,3,31.2,77,29.3,90,27.5,38.1,1.1,1.8,98,29.86,29.86,0,0,0,0,0,9.1,9.6,9.6,saturday
